dataset,priority_group,policy,records,unstable_records,unstable_pct,median_window_duration_sec,p25_window_duration_sec,p75_window_duration_sec,p05_energy_retention,median_energy_retention,p05_pga_retention,full_record_fallback_records,full_record_fallback_pct
K-NET,m4plus_strong_motion,shortest_stable_no_catalog,15473,0,0.0,26.37,21.39,32.29,0.9550233087066691,0.966580890965702,1.0,0,0.0
InstanceGM,ALL,adaptive_energy_end,23533,424,1.8017252369013728,64.5,38.72,102.8,0.953078673736909,0.9672506571019872,1.0,0,0.0
InstanceGM,ALL,arias_1_99_padded,23533,86,0.3654442697488633,107.54,63.91,120.0,0.9936774193308969,0.9994658475117476,1.0,0,0.0
InstanceGM,ALL,catalog_p_fixed,23533,13308,56.55037606764969,42.0,42.0,42.0,0.3476387314997554,0.9174735554386396,0.6302507638931275,0,0.0
InstanceGM,ALL,energy_first_then_adaptive,23533,0,0.0,64.05,42.0,103.82,0.9534600099579787,0.974416825564236,1.0,370,1.572260230314877
InstanceGM,ALL,energy_onset_fixed,23533,12804,54.40870267284239,42.0,42.0,42.0,0.32754132956285303,0.930153842117326,0.5836418151855469,0,0.0
InstanceGM,ALL,feature_onset_fixed,23533,15896,67.54769897590617,42.0,42.0,42.0,0.183247409030561,0.8312634734484261,0.37554772496223454,0,0.0
InstanceGM,ALL,full_record,23533,0,0.0,120.0,120.0,120.0,1.0,1.0,1.0,0,0.0
InstanceGM,ALL,shortest_stable_all,23533,0,0.0,62.0,38.73,102.79,0.9526129924727856,0.9689880021707552,1.0,29,0.12323120724089577
InstanceGM,ALL,shortest_stable_no_catalog,23533,0,0.0,62.0,38.73,102.81,0.9527269186026279,0.969276007920938,1.0,37,0.1572260230314877
K-NET,ALL,adaptive_energy_end,21141,43,0.20339624426469893,24.42,19.2,30.27,0.9599997458976128,0.9685349922432874,1.0,0,0.0
K-NET,ALL,arias_1_99_padded,21141,0,0.0,56.74,48.67,65.71,0.9946019789786772,0.9980432123679058,1.0,0,0.0
K-NET,ALL,catalog_p_fixed,21141,853,4.034813868785771,42.0,42.0,42.0,0.9575673460582552,0.9953456821007384,1.0,0,0.0
K-NET,ALL,energy_first_then_adaptive,21141,0,0.0,42.0,42.0,42.0,0.9671036552946648,0.9954818562936218,1.0,34,0.1608249373255759
K-NET,ALL,energy_onset_fixed,21141,657,3.1077054065559815,42.0,42.0,42.0,0.963697836373139,0.9954507021897356,1.0,0,0.0
K-NET,ALL,feature_onset_fixed,21141,877,4.148337353956767,42.0,42.0,42.0,0.9568791512785386,0.9953267345629048,1.0,0,0.0
K-NET,ALL,full_record,21141,0,0.0,119.0,119.0,119.0,1.0,1.0,1.0,0,0.0
K-NET,ALL,shortest_stable_all,21141,0,0.0,22.0,19.2,30.27,0.9548972722807229,0.9675290501487412,1.0,0,0.0
K-NET,ALL,shortest_stable_no_catalog,21141,0,0.0,22.0,19.2,30.27,0.9552038596131288,0.9675839282308182,1.0,0,0.0
ALL,ALL,adaptive_energy_end,44674,467,1.0453507633075165,34.2,23.93,69.8,0.9545075647075028,0.968097956332012,1.0,0,0.0
ALL,ALL,arias_1_99_padded,44674,86,0.19250570801808659,66.3,51.98,111.94,0.9940041389321341,0.9984577981681257,1.0,0,0.0
ALL,ALL,catalog_p_fixed,44674,14161,31.698527107489817,42.0,42.0,42.0,0.38821648146495435,0.988443517810305,0.8170911878347397,0,0.0
ALL,ALL,energy_first_then_adaptive,44674,0,0.0,42.0,42.0,70.56,0.9549680086917026,0.9906905940640887,1.0,404,0.9043291399919415
ALL,ALL,energy_onset_fixed,44674,13461,30.131620181761203,42.0,42.0,42.0,0.37090267397316673,0.9895209739306604,0.7665182650089264,0,0.0
ALL,ALL,feature_onset_fixed,44674,16773,37.54532837892287,42.0,42.0,42.0,0.30322213388361213,0.9842363357428952,0.5766608089208604,0,0.0
ALL,ALL,full_record,44674,0,0.0,120.0,119.0,120.0,1.0,1.0,1.0,0,0.0
ALL,ALL,shortest_stable_all,44674,0,0.0,34.25,22.0,69.67,0.9532491310213265,0.9679949082981204,1.0,29,0.06491471549447106
ALL,ALL,shortest_stable_no_catalog,44674,0,0.0,34.25,22.0,69.8,0.9533833164127828,0.968105072250204,1.0,37,0.08282222321708377
